Name,Address,Rating,Review Author,Review Text,Review Rating,Relative Time
Johnny Rockets,"377 Riverside Dr E, Windsor, ON N9A 7H7, Canada",3.5,Kedeanne Muirhead,"Just visited, waited over 30 minutes for our burger. Waitress lied twice that our order is coming up. Literally watched her had to remind kitchen about our burger that they completely overlooked. Milkshake was good but will never visit again",1,2 months ago
Johnny Rockets,"377 Riverside Dr E, Windsor, ON N9A 7H7, Canada",3.5,Tracey S,"I am gluten free (allergy not celiac) and there was very limited options throughout the casino for lunch. We asked if they had gluten free options. The waitress said they had gluten free buns and the fries were also. My girlfriend is vegetarian and she ordered the veggie burger. Waitress delivered the fries first which are coated to make them crisp so no they are not.  Then the burgers came, and I asked her twice if it was a gluten free bun because it doesn’t look like it and my friend asked if her’s was the vegetarian patty because it looked like meat. She was adamant they were. We both took a bite or 2 when she came running over said she mixed up the orders and handed us each our orders appologizing and asking if I was going to be ok. Saying she would take the fries off and give a big discount. She took 15% off which is only diamond rewards discount. She obviously didnt not admit her mistake to her bosses or they didn’t care enough to comp any of it. They have 0 knowledge about allergies. Great restaurants up the road, go anywhere but here.",1,a month ago
The Mini Restaurant,"475 University Ave W, Windsor, ON N9A 5P8, Canada",4.4,Oreo Cookie,"The  chicken Vermicelli was amazing! The price and quantity that you get was a good, price and the taste was even better. Hit the spot already ordered twice since. Definately a must try.",5,11 months ago
The Mini Restaurant,"475 University Ave W, Windsor, ON N9A 5P8, Canada",4.4,Rachael Hutchison,The mini is a go to. The food is always incredible. The prices are incredible. And the staff is friendly ! I suggest the spring roll vermicelli bowl !,5,11 months ago
The Mini Restaurant,"475 University Ave W, Windsor, ON N9A 5P8, Canada",4.4,Jodi Brewin,"I ate some of my noodle, grilled chicken salad before I took this photo but couldn’t wait to eat it!  So delicious. The mini is a hidden gem! Fast, friendly and great good for the price!  Go and enjoy. Atmosphere is good too.",5,5 years ago
The Mini Restaurant,"475 University Ave W, Windsor, ON N9A 5P8, Canada",4.4,Roms Man,This joint was a pleasant surprise. I’ve been passing by for years unsure if this was still open or not. Ordered take out for grilled pork rice dishes and it tasted like a good vietnamese dish. Portions are good and prices are cheaper than what most Vietnamese places charge these days. I will come back to try their other offerings.,4,10 months ago
The Mini Restaurant,"475 University Ave W, Windsor, ON N9A 5P8, Canada",4.4,Kenny Kennedy,Took an Uber there and they kicked my daughter and I out before we could order carryout at 5:22pm. Apparently deciding to close 2 1/2 hours early. No apology or explanation.,1,a year ago
Basil Court Restaurant,"327 Ouellette Ave, Windsor, ON N9A 4J1, Canada",4.4,Nprin 101,"Taste of authentic Thailand in Windsor! The restaurant looks small from outside but it’s surprisingly large inside. The food brought me back to Asia.

Wonderful idea for a quiet date-night dinner in town. Taste is 10/10 and the service is amazing.",5,5 months ago
Basil Court Restaurant,"327 Ouellette Ave, Windsor, ON N9A 4J1, Canada",4.4,Ali Kılıç,"My favorite Thai restaurant in Windsor. There mussels in curry sauce are amazing and must eat! Also they have nice bottled beer I didn't find anywhere else.
Seafood dishes are very delicious.
Service is always great",5,5 months ago
Basil Court Restaurant,"327 Ouellette Ave, Windsor, ON N9A 4J1, Canada",4.4,Cory L,"Absolutely love Basil Court!

I went with a friend for lunch and I got the pad Thai and ordered it hot (spicy).

The service was fantastic, and the food was tasty and hot as requested!

Definitely a spot that is amazing for lunch and right on Ouellette. Check it out for sure.",5,2 months ago
Basil Court Restaurant,"327 Ouellette Ave, Windsor, ON N9A 4J1, Canada",4.4,Ian Kerr,"Interesting entrance...Pad Thai was just ok. Red not brown, little dry/clumpy. Spring rolls are solid meat, tasty.",4,5 months ago
Basil Court Restaurant,"327 Ouellette Ave, Windsor, ON N9A 4J1, Canada",4.4,Tim Warnholtz,"Hole in the wall BUT.... BEST PAD THAI in the city!

Honestly although I'm a meat eater, I will often get tofu and extra tofu because it is so crispy, seasoned, and phenomenal in the pad thai. I Haven't tried anything else but I'm sure it's fantastic if it's anything like the quality in the Pad Thai.",5,a week ago
Frenchy's Poutinery,"361 Ouellette Ave, Windsor, ON N9A 4J1, Canada",4.7,PAUL RITZ,"The Poutine here is great, and don't let the looks of the building fool you! You enter right at the kitchen cash register and place your order. You can pick your size and toppings for the poutine. I liked all of the options and the choices of meats. Two of us ordered the large and medium, and this was enough food for three or four people. You will leave full!",5,6 months ago
Frenchy's Poutinery,"361 Ouellette Ave, Windsor, ON N9A 4J1, Canada",4.7,Aslesha Gadhvi,Great food with amazing service. The best poutine of all time. Worth every penny.,5,3 months ago
Frenchy's Poutinery,"361 Ouellette Ave, Windsor, ON N9A 4J1, Canada",4.7,John McFall,"Great food at this little place and the guys that helped us were awesome. If you love sliders and fries, come here and grab you some!",5,6 months ago
Frenchy's Poutinery,"361 Ouellette Ave, Windsor, ON N9A 4J1, Canada",4.7,Florence Yeap,"We were super excited for Frenchy’s based on reviews, but found it to be just ok. The customization options were great, especially if you want a nutritionally complete meal, but didn’t add to the taste of the poutine in our opinion.

Nevertheless, the cheese curds were yummy and we liked that they were added in between the layers instead of just on top. The fries and gravy were good and served hot.",4,11 months ago
Frenchy's Poutinery,"361 Ouellette Ave, Windsor, ON N9A 4J1, Canada",4.7,Alfons Müller,"Frenchy’s Poutinery

Amazing Food - super nice Service

Frenchy’s and their Poutines were recommended to us by our Hotel as the best place to eat Poutine in Windsor - so we tried it. And it was the right choice. The store may look too dark and a little bit worn down. But the waiting customers, who get all their food in a few minutes, showed us that it's worth the wait. The amazing service by the staff guided us through the menus and already indicated that it's gonna be big portions.
We chose the Pulled Pork and the Smoked Meat Poutines with several other toppings. Within a few minutes we got the big servings and were surprised how rich and amazing these Canadian stables are. The gravy is delicious, the plate is filled with cross fries and so much cheese. The Toppings fit into it way too good to the great protein choices and everything makes a big portion of northern soul-food. That the Canadian friendliness is caring for the whole visit for every guest is just the tip of this amazing experience.
Go to Frenchy’s and enjoy an amazing meal! No recommendation - more of an order! :-)",5,2 years ago
Windsor Palace Restaurant & Catering,"755 Wyandotte St E, Windsor, ON N9A 3J5, Canada",4.3,baloney X,"I ordered the half chicken BBQ with rice and a fresh carrot juice, and I was thoroughly impressed. The portions were generous, and the food was excellent — the chicken was perfectly grilled and flavorful, and the rice was well-seasoned. The fresh carrot juice was a great complement to the meal. On top of that, the customer service was top-notch, making the whole experience even better. Highly recommend this place!",5,a month ago
Windsor Palace Restaurant & Catering,"755 Wyandotte St E, Windsor, ON N9A 3J5, Canada",4.3,Justin Feng,"$90 dollars food plate good for people 3-5. ( I believe it’s good for 6 ppl lol)

Very good customer service, good environment, delicious food.

Also first time trying the Iraqi tea! So special! Just google it needs to add more sugar to the tea and it usually serves with the set of beautiful glass!

Highly recommend to try this restaurant if you are visiting Windsor.",5,a month ago
Windsor Palace Restaurant & Catering,"755 Wyandotte St E, Windsor, ON N9A 3J5, Canada",4.3,Rayna Elabed,"Visited Windsor for work and ended up here as a suggestion as most middle eastern restaurants seem to not be open or serving anyone on Sundays, ridiculous. So these guys thankfully were open however maybe wouldn’t be my first choice, the staff and service were great. Portions are good, just lacking quality. A bit upsetting to see a vegetable oil on hummus, that’s a staple item - meant to showcase any restaurants level of skill. Maybe it was a bad day? No idea, but the food itself wasn’t terrible, just missed the mark for me. They did come out with 2 lentil soups and this was 2 mixed grill platters combined. Plus falafel on the side by the pieces and a small tabouli and hummus, came to around $90 I think. Again it’s not terrible but it’s not amazing, I’m going to say it was an off day for them - the kabobs were just too dry and greasy plus hummus was a bit runny. Just little things that make a big difference. There were at least 3 other families dining in and people were ordering out so there’s definitely a reputation but we didn’t get greeted with that quality unfortunately. Would I go back? Not sure.

Thanks to the lovely staff for checking on us. We felt bad to say anything to them, they were so sweet.

Parking is available on the street out front.",4,3 months ago
Windsor Palace Restaurant & Catering,"755 Wyandotte St E, Windsor, ON N9A 3J5, Canada",4.3,Mike Solcz,The best food in Windsor. Every time I visit the restaurant the meal is fantastic. The ingredients are always fresh and the portions are very generous. One of my favourites on the menu is Beef Tekka! I have just discovered this place a few months ago and it’s quickly become one of my favourite spots.,5,3 months ago
Windsor Palace Restaurant & Catering,"755 Wyandotte St E, Windsor, ON N9A 3J5, Canada",4.3,Niharika Sharma,"Windsor Palace's fattoush salad reigns supreme with its fresh vegetables, toasted pita chips, and zesty dressing. A culinary delight fit for royalty, the impeccably presented dish balances flavors flawlessly. With attentive service and an elegant ambiance, Windsor Palace offers an unforgettable Middle Eastern dining experience in the heart of Windsor.",5,7 months ago
Capri Pizzeria,"618 Goyeau St, Windsor, ON N9A 1H7, Canada",3.1,John L,This was one of three places that was recommended to me from my cab driver. And I ended up visiting all three places and this place was very nice. The area surrounding this place was a bit worse for wear so was the actual restaurant. The pizza was good.,4,4 months ago
Capri Pizzeria,"618 Goyeau St, Windsor, ON N9A 1H7, Canada",3.1,Jamie Burns,"This is what Capri Goyeau considers a good pizza. When called, the gentleman who answered the phone kept calling me buddy and denied any responsibility even though he admitted this pizza was made by him.

First and last time ordering from this restaurant - buddy.",1,2 months ago
Capri Pizzeria,"618 Goyeau St, Windsor, ON N9A 1H7, Canada",3.1,Jaeger Awram,I order from the LaSalle location all the time and get the chicken finger dinner. It’s absolutely delicious with almost homemade like barbecue sauce on the side. The fries are like a Cavendish Costco crispiness and the chicken fingers are amazingly breaded and comes with a mountain of fries to the point where you’re almost saving them for another meal….. I recently moved to Windsor and figured all capris would be the same so they would all have the same stuff. I ordered the same chicken finger dinner. It arrives and get lukewarm soggy french fries That you would see in a fish and chips meal And identically JANES Chicken strips Very stale and hard I get 2 cups of barbecue sauce to find out. It’s just sweet baby Ray in a cup. This restaurant is a fraud I definitely don’t recommend,1,3 months ago
Capri Pizzeria,"618 Goyeau St, Windsor, ON N9A 1H7, Canada",3.1,Wolfie Fur,"Delivery was quick, delivery guy friendly, on the phone ordering they had trouble understanding what was said. Pizza was okay for taste but disappointed because very little toppings especially paying $3.50 before tax per gourmet topping. Order a kings size with bbq chicken and bbq chicken was only on 13 out of 32 slices of pizza, less than half of the pizza had the topping I paid for and it was very dry and tasteless the pieces that did have it, ordered extra cheese $3 before tax given same amount of cheese as normal. Ordered roasted garlic that topping was only on 19 out of 32 slices again didn't even have it on most of the pizza. Ordered bacon it wasn't on a single slice of pizza. The only topping they had on every slice was pepperoni. They were being insanely cheap and very low quality. Nothing really good about it. Capri used to make the best pizza in windsor. Now it is sub par at best. Biggest disappointment was the sides. Didnt realize they were the smallest sizes I have ever seen and yet 2-3x the price of sides at other places pictures below. Charged $8.40 before tax for 6 tiny mozzarella sticks the smallest amount and size I have seen for them for a ridiculous price definitely not worth it and they didn't taste very good at all. Far below what was expected from a restaurant that used to have such a good reputation. Charged $5.78 before tax for onion rings, again smallest size I have ever seen for that price and they are mediocre onion rings with an odd taste. Charged $5.20 before tax for a ""coleslaw"" that was mostly lettuce on the bottom to make it look like it was more, also a small amount and tasted nothing like a coleslaw at all and no sauce in it was just sliced cabbage with lemons and lettuce to make it look larger than it was and look better",2,2 years ago
Capri Pizzeria,"618 Goyeau St, Windsor, ON N9A 1H7, Canada",3.1,Tracey Douglas,"We ordered a.large pizza and wings 72.00. It was garbage we threw the chicken away as it was under cooked. The pizza was extra greasy and soggy.  We had specifically asked to cook a little longer . One guy working with no air , so it was extremely hot. To be honest this Capri needs to be shut down so the other Capri don't suffer from the poor quality and service of this location.. 2 thumbs down.  Never again",1,4 months ago
